date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-08-29,2891,34042518,1408787339,41.8,41.95,41.15,41.15,-0.65,18152
2025-09-01,2891,31904632,1320874133,41.2,41.7,41.2,41.4,0.25,11056
2025-09-02,2891,26618245,1110477142,41.4,42.0,41.35,42.0,0.6,9028
2025-09-03,2891,16679996,698629354,42.0,42.15,41.65,41.9,-0.1,7232
2025-09-04,2891,16797401,703146777,41.7,41.95,41.65,41.9,0.0,7225
2025-09-05,2891,15484250,648270203,41.9,42.1,41.75,41.85,-0.05,5933
2025-09-08,2891,19974009,835850255,41.85,42.0,41.75,41.75,-0.1,8186
2025-09-09,2891,20461102,858967826,41.8,42.15,41.75,42.0,0.25,6505
2025-09-10,2891,26015351,1093783520,42.0,42.15,41.85,42.05,0.05,8514
2025-09-11,2891,27076491,1144721935,42.0,42.45,42.0,42.25,0.2,8792
2025-09-12,2891,28591175,1220460622,42.5,42.8,42.45,42.8,0.55,9598
2025-09-15,2891,41934065,1809617434,42.8,43.35,42.8,43.15,0.35,12053
2025-09-16,2891,51336233,2239634720,43.45,43.8,43.35,43.45,0.3,15943
2025-09-17,2891,21371427,923735004,43.3,43.45,43.1,43.1,-0.35,10308
2025-09-18,2891,22699683,979002681,43.35,43.45,42.95,43.15,0.05,8714
2025-09-19,2891,155423228,6771695667,43.35,43.65,42.8,43.65,0.5,14161
2025-09-22,2891,20823779,901660312,43.6,43.6,43.2,43.2,-0.45,12879
2025-09-23,2891,21347556,922107771,43.25,43.3,43.0,43.25,0.05,5748
2025-09-24,2891,19893063,859784697,43.25,43.55,43.15,43.15,-0.1,5525
2025-09-25,2891,30176400,1287768740,43.5,43.5,42.5,42.5,-0.65,14115
2025-09-26,2891,25657443,1087912512,42.5,42.65,42.15,42.6,0.1,9413
2025-09-30,2891,41359669,1766015370,42.2,42.95,42.2,42.9,0.3,6938
2025-10-01,2891,31548883,1355122154,42.7,43.1,42.6,43.05,0.15,8140
2025-10-02,2891,19989434,860646131,43.05,43.2,42.9,42.95,-0.1,7557
2025-10-03,2891,24050749,1022908002,43.15,43.15,42.35,42.35,-0.6,12718
2025-10-07,2891,34334062,1455859270,42.25,42.85,42.0,42.25,-0.1,9631
2025-10-08,2891,18716958,797595539,42.6,42.85,42.5,42.5,0.25,6062
2025-10-09,2891,40036534,1708943121,42.9,43.1,42.35,42.6,0.1,13035
